dataset,parent_to_true_um,angle_vel_true_deg,n_gt_children,p_true_ilp,t,src_ilp_id,tgt_ilp_id,p_true_model,rank_true_among_sources,n_sources_in_pair
6bba_05b6850b,1.86167137607581,108.91568244623787,1,0.9013354182243347,3,263.0,340.0,0.9013671875,1.0,79.0
6bba_05b6850b,1.7235727791422095,103.63302222536642,1,0.9720765948295593,97,7025.0,7091.0,0.97216796875,1.0,68.0
6bba_05b6850b,0.5745242597140698,18.434948822922035,1,0.984569251537323,80,5820.0,5899.0,0.984375,1.0,71.0
6bba_05b6850b,0.8125,116.56505117707799,1,0.9760870337486267,55,3895.0,3985.0,0.97607421875,1.0,90.0
6bba_05b6850b,0.40625,35.79575991470708,1,0.9667680859565735,29,2128.0,2192.0,0.966796875,1.0,65.0
6bba_05b6850b,0.5745242597140698,113.19859051364818,1,0.9789987802505493,61,4437.0,4512.0,0.97900390625,1.0,77.0
6bba_05b6850b,1.7235727791422095,56.48483828617204,1,0.7185187339782715,83,6011.0,6083.0,0.71875,1.0,72.0
6bba_05b6850b,0.8125,90.0,1,0.9199905395507812,33,2361.0,2422.0,0.919921875,1.0,62.0
6bba_05b6850b,1.4647552056572457,128.17252210043813,1,0.9478025436401367,88,6373.0,6447.0,0.94775390625,1.0,73.0
6bba_05b6850b,1.9902104160113323,,1,0.9065101146697998,43,3005.0,3074.0,0.90673828125,1.0,69.0
6bba_05b6850b,1.284675299443404,8.130102354156005,1,0.9936605095863342,46,3238.0,3310.0,0.99365234375,1.0,70.0
6bba_05b6850b,1.6750116604071745,162.29991368734454,1,0.7261281609535217,55,3954.0,4045.0,0.72607421875,1.0,90.0
6bba_05b6850b,0.40625,,1,0.9535803198814392,58,4165.0,4245.0,0.95361328125,1.0,81.0
6bba_05b6850b,1.86167137607581,,1,0.9420813322067261,67,4822.0,4895.0,0.94189453125,1.0,73.0
6bba_05b6850b,1.284675299443404,18.434948822921996,1,0.9635036587715149,48,3348.0,3426.0,0.96337890625,1.0,73.0
6bba_05b6850b,0.8125,64.12330993917249,1,0.9697682857513428,19,1471.0,1544.0,0.9697265625,1.0,76.0
6bba_05b6850b,6.512682938889317,,1,0.9604309797286987,8,680.0,753.0,0.96044921875,1.0,71.0
6bba_05b6850b,0.5745242597140698,,1,0.6628738641738892,43,3023.0,3095.0,0.6630859375,1.0,69.0
6bba_05b6850b,1.8168052317185792,,1,0.9014683961868286,58,4172.0,4250.0,0.9013671875,1.0,81.0
6bba_05b6850b,1.7235727791422095,,1,0.9956629872322083,22,1714.0,1780.0,0.99560546875,1.0,65.0
6bba_05b6850b,0.9084026158592896,116.56505117707799,1,0.9186180830001831,36,2539.0,2594.0,0.91845703125,1.0,56.0
6bba_05b6850b,1.284675299443404,90.0,1,0.9586066007614136,47,3290.0,3358.0,0.95849609375,1.0,71.0
6bba_05b6850b,1.4647552056572457,101.64234543708984,1,0.9765955209732056,15,1162.0,1234.0,0.9765625,1.0,73.0
6bba_05b6850b,0.0,,1,0.9157953262329102,66,4762.0,4835.0,0.916015625,1.0,74.0
6bba_05b6850b,0.0,,1,0.953078031539917,4,338.0,414.0,0.953125,1.0,77.0
6bba_05b6850b,0.5745242597140698,109.47122063449069,1,0.9775422811508179,98,7091.0,7159.0,0.9775390625,1.0,66.0
6bba_05b6850b,0.40625,180.0,1,0.9097443222999573,93,6732.0,6800.0,0.90966796875,1.0,65.0
6bba_05b6850b,2.569350598886808,,1,0.9516869187355042,60,4295.0,4373.0,0.95166015625,1.0,76.0
6bba_05b6850b,1.4647552056572457,146.30993247402023,1,0.9678129553794861,23,1737.0,1802.0,0.9677734375,1.0,65.0
6bba_05b6850b,1.6750116604071745,80.12503860217872,1,0.9289383888244629,32,2303.0,2361.0,0.9287109375,1.0,57.0
6bba_05b6850b,1.6750116604071745,103.60896063078293,1,0.9633685946464539,14,1089.0,1162.0,0.96337890625,1.0,72.0
6bba_05b6850b,0.0,,1,0.9816607236862183,72,5209.0,5278.0,0.9814453125,1.0,69.0
6bba_05b6850b,0.5745242597140698,135.0,1,0.9536911249160767,31,2237.0,2296.0,0.95361328125,1.0,59.0
6bba_05b6850b,1.6750116604071745,,1,0.9200307130813599,67,4883.0,4959.0,0.919921875,1.0,73.0
6bba_05b6850b,0.40625,63.43494882292201,1,0.9818555116653442,49,3407.0,3481.0,0.98193359375,1.0,74.0
6bba_05b6850b,1.1490485194281397,45.0,1,0.9754762649536133,20,1543.0,1606.0,0.9755859375,1.0,68.0
6bba_05b6850b,1.6750116604071745,167.47119229084848,1,0.9642981290817261,94,6785.0,6850.0,0.96435546875,1.0,70.0
6bba_05b6850b,1.625,90.0,1,0.9636730551719666,3,256.0,336.0,0.9638671875,1.0,79.0
6bba_05b6850b,1.7235727791422095,90.0,1,0.5749037265777588,44,3095.0,3164.0,0.57470703125,1.0,73.0
6bba_05b6850b,0.0,,1,0.9589408040046692,57,4090.0,4172.0,0.958984375,1.0,80.0
6bba_05b6850b,0.8125,180.0,1,0.9861467480659485,79,5711.0,5778.0,0.986328125,1.0,68.0
6bba_05b6850b,0.40625,26.565051177077994,1,0.9980879426002502,36,2578.0,2633.0,0.998046875,1.0,56.0
6bba_05b6850b,0.9084026158592896,77.47119229084849,1,0.8234513998031616,17,1314.0,1393.0,0.8232421875,1.0,80.0
6bba_05b6850b,0.40625,180.0,1,0.9763510227203369,20,1544.0,1608.0,0.9765625,1.0,68.0
6bba_05b6850b,1.86167137607581,128.58020579654792,1,0.8851765990257263,49,3414.0,3488.0,0.88525390625,1.0,74.0
6bba_05b6850b,0.5745242597140698,90.0,1,0.9427156448364258,3,260.0,338.0,0.94287109375,1.0,79.0
6bba_05b6850b,0.5745242597140698,108.43494882292201,1,0.9720078110694885,1,150.0,231.0,0.97216796875,1.0,81.0
6bba_05b6850b,0.40625,135.0,1,0.9860067367553711,81,5899.0,5979.0,0.98583984375,1.0,78.0
6bba_05b6850b,1.8168052317185792,134.47910057477236,1,0.7126073837280273,40,2823.0,2886.0,0.71240234375,1.0,63.0
6bba_05b6850b,1.21875,45.0,1,0.9164921045303345,7,612.0,682.0,0.91650390625,1.0,75.0
6bba_05b6850b,0.40625,116.56505117707799,1,0.6842657327651978,55,3878.0,3970.0,0.68408203125,1.0,90.0
6bba_05b6850b,0.0,,1,0.9902734160423279,66,4811.0,4884.0,0.990234375,1.0,74.0
6bba_05b6850b,2.1877232028983924,,1,0.9778218865394592,23,1778.0,1846.0,0.97802734375,1.0,65.0
6bba_05b6850b,0.9084026158592896,153.434948822922,1,0.9918238520622253,35,2523.0,2578.0,0.99169921875,1.0,57.0
6bba_05b6850b,0.40625,104.03624346792648,1,0.9831941723823547,33,2359.0,2420.0,0.9833984375,1.0,62.0
6bba_05b6850b,0.40625,90.0,1,0.9328362345695496,36,2533.0,2589.0,0.9326171875,1.0,56.0
6bba_05b6850b,5.154734625807618,,1,0.6131219863891602,60,4353.0,4433.0,0.61328125,1.0,76.0
6bba_05b6850b,0.8125,90.0,1,0.5130914449691772,56,4041.0,4118.0,0.51318359375,1.0,88.0
6bba_05b6850b,0.8125,102.60438264837919,1,0.9535382986068726,22,1671.0,1737.0,0.95361328125,1.0,65.0
6bba_05b6850b,0.40625,153.434948822922,1,0.9834361672401428,25,1863.0,1931.0,0.9833984375,1.0,68.0
6bba_05b6850b,0.0,,1,0.9601505994796753,42,2912.0,2981.0,0.9599609375,1.0,67.0
6bba_05b6850b,3.494694639736067,74.93363908449489,1,0.8624035716056824,8,679.0,752.0,0.8623046875,1.0,71.0
6bba_05b6850b,1.7235727791422095,161.565051177078,1,0.8954371213912964,92,6650.0,6713.0,0.8955078125,1.0,61.0
6bba_05b6850b,3.9804208320226646,160.5287793655093,1,0.9710590243339539,86,6213.0,6287.0,0.97119140625,1.0,73.0
6bba_05b6850b,1.86167137607581,62.42495228952325,1,0.8735586404800415,26,1974.0,2034.0,0.87353515625,1.0,64.0
6bba_05b6850b,0.0,,1,0.9813701510429382,59,4281.0,4357.0,0.9814453125,1.0,77.0
6bba_05b6850b,0.9084026158592896,108.43494882292201,1,0.9918135404586792,65,4737.0,4811.0,0.99169921875,1.0,73.0
6bba_05b6850b,1.86167137607581,109.99156072714145,1,0.9947322607040405,68,4930.0,5001.0,0.99462890625,1.0,73.0
6bba_05b6850b,0.0,,1,0.8617947101593018,42,2915.0,2984.0,0.86181640625,1.0,67.0
6bba_05b6850b,2.0714766773970688,146.88865803962798,1,0.9561132788658142,18,1391.0,1469.0,0.9560546875,1.0,75.0
6bba_05b6850b,1.86167137607581,62.42495228952325,1,0.9664266109466553,21,1606.0,1671.0,0.96630859375,1.0,62.0
6bba_05b6850b,1.8168052317185792,,1,0.992034375667572,40,2821.0,2888.0,0.9921875,1.0,63.0
6bba_05b6850b,0.0,,1,0.9809178113937378,73,5324.0,5397.0,0.98095703125,1.0,73.0
6bba_05b6850b,0.0,,1,0.9503354430198669,4,336.0,412.0,0.9501953125,1.0,77.0
6bba_05b6850b,1.6750116604071745,15.708637829015716,1,0.8903169631958008,92,6651.0,6714.0,0.89013671875,1.0,61.0
6bba_05b6850b,0.0,,1,0.983688473701477,76,5539.0,5611.0,0.98388671875,1.0,73.0
6bba_05b6850b,1.9902104160113323,124.48138937198158,1,0.9404386281967163,94,6784.0,6848.0,0.9404296875,1.0,70.0
6bba_05b6850b,1.284675299443404,64.89590974977862,1,0.9667616486549377,93,6729.0,6797.0,0.966796875,1.0,65.0
6bba_05b6850b,0.9084026158592896,108.43494882292201,1,0.9614063501358032,80,5766.0,5840.0,0.96142578125,1.0,71.0
6bba_05b6850b,0.0,,1,0.9015534520149231,39,2719.0,2783.0,0.9013671875,1.0,64.0
6bba_05b6850b,1.86167137607581,112.97690332020989,1,0.9462235569953918,18,1393.0,1471.0,0.9462890625,1.0,75.0
6bba_05b6850b,1.4647552056572457,123.69006752597979,1,0.9718837738037109,73,5330.0,5401.0,0.9716796875,1.0,73.0
6bba_05b6850b,1.86167137607581,64.12330993917249,1,0.986929178237915,36,2576.0,2630.0,0.98681640625,1.0,56.0
6bba_05b6850b,2.1877232028983924,127.15760643716396,1,0.9437252879142761,17,1313.0,1391.0,0.94384765625,1.0,80.0
6bba_05b6850b,0.40625,18.434948822921996,1,0.8978882431983948,29,2165.0,2226.0,0.89794921875,1.0,65.0
6bba_05b6850b,0.9084026158592896,161.56505117707798,1,0.981704831123352,24,1794.0,1863.0,0.98193359375,1.0,68.0
6bba_05b6850b,0.0,,1,0.9829329252243042,42,2955.0,3024.0,0.98291015625,1.0,67.0
6bba_05b6850b,0.40625,,1,0.9899465441703796,74,5397.0,5468.0,0.98974609375,1.0,72.0
6bba_05b6850b,2.632800908728193,,1,0.9237839579582214,81,5857.0,5936.0,0.923828125,1.0,78.0
6bba_05b6850b,1.8168052317185792,103.71088592962406,1,0.9885226488113403,29,2167.0,2227.0,0.98828125,1.0,65.0
6bba_05b6850b,0.40625,90.0,1,0.9688571095466614,30,2177.0,2237.0,0.96875,1.0,59.0
6bba_05b6850b,1.6750116604071745,14.036243467926457,1,0.9711453914642334,69,4994.0,5068.0,0.97119140625,1.0,73.0
6bba_05b6850b,0.0,,1,0.9070459008216858,10,833.0,906.0,0.9072265625,1.0,76.0
6bba_05b6850b,1.86167137607581,29.205932247399414,1,0.9969333410263062,18,1439.0,1517.0,0.9970703125,1.0,75.0
6bba_05b6850b,2.6012692214570947,,1,0.9606221318244934,43,2981.0,3047.0,0.96044921875,1.0,69.0
6bba_05b6850b,0.9084026158592896,83.94925398408826,1,0.9531246423721313,6,486.0,558.0,0.953125,1.0,72.0
6bba_05b6850b,0.0,,1,0.9451577663421631,4,388.0,463.0,0.9453125,1.0,77.0
6bba_05b6850b,3.374565944310468,155.45663233149568,1,0.9517477750778198,9,752.0,833.0,0.95166015625,1.0,82.0
6bba_05b6850b,0.5745242597140698,108.43494882292202,1,0.9257624745368958,78,5641.0,5710.0,0.92578125,1.0,71.0
6bba_05b6850b,0.8125,108.43494882292201,1,0.9869057536125183,91,6631.0,6692.0,0.98681640625,1.0,71.0
6bba_05b6850b,0.8125,,1,0.9395349025726318,77,5575.0,5648.0,0.939453125,1.0,71.0
6bba_05b6850b,0.8125,90.0,1,0.9369754195213318,56,4010.0,4090.0,0.93701171875,1.0,88.0
6bba_05b6850b,0.9084026158592896,,1,0.9564846158027649,51,3609.0,3688.0,0.95654296875,1.0,79.0
6bba_05b6850b,1.6750116604071745,75.96375653207353,1,0.9382110834121704,80,5793.0,5869.0,0.93798828125,1.0,71.0
6bba_05b6850b,0.8125,77.39561735162081,1,0.9592505693435669,89,6459.0,6529.0,0.95947265625,1.0,69.0
6bba_05b6850b,1.6750116604071745,102.52880770915151,1,0.9527685642242432,69,4995.0,5070.0,0.95263671875,1.0,73.0
6bba_05b6850b,0.5745242597140698,71.56505117707799,1,0.9857894778251648,26,1958.0,2018.0,0.98583984375,1.0,64.0
6bba_05b6850b,0.8125,103.63302222536642,1,0.9387007355690002,35,2519.0,2576.0,0.9384765625,1.0,57.0
6bba_05b6850b,0.40625,56.145485187379485,1,0.9572089910507202,6,489.0,561.0,0.95703125,1.0,72.0
6bba_05b6850b,0.40625,78.69006752597979,1,0.9579565525054932,19,1469.0,1543.0,0.9580078125,1.0,76.0
6bba_05b6850b,0.9084026158592896,26.565051177077994,1,0.8149836659431458,7,606.0,679.0,0.81494140625,1.0,75.0
6bba_05b6850b,0.5745242597140698,161.56505117707798,1,0.9313600063323975,34,2445.0,2504.0,0.93115234375,1.0,61.0
6bba_05b6850b,2.632800908728193,,1,0.9281896948814392,0,49.0,121.0,0.92822265625,1.0,78.0
6bba_05b6850b,0.5745242597140698,23.198590513648202,1,0.8818511366844177,24,1842.0,1910.0,0.8818359375,1.0,68.0
6bba_05b6850b,1.8168052317185792,151.43917478218876,1,0.9461219906806946,88,6389.0,6464.0,0.9462890625,1.0,73.0
6bba_05b6850b,2.0714766773970688,33.69006752597977,1,0.9683703780174255,16,1230.0,1305.0,0.96826171875,1.0,75.0
6bba_05b6850b,2.333728575156074,52.014832700644405,1,0.9973621964454651,14,1136.0,1211.0,0.99755859375,1.0,72.0
6bba_05b6850b,1.8168052317185792,71.56505117707799,1,0.967004120349884,73,5281.0,5352.0,0.966796875,1.0,73.0
6bba_05b6850b,1.7235727791422095,,1,0.9667643904685974,5,412.0,486.0,0.966796875,1.0,75.0
6bba_05b6850b,3.494694639736067,,1,0.865574300289154,28,2054.0,2115.0,0.86572265625,1.0,63.0
6bba_05b6850b,5.658407737606049,,1,0.9702226519584656,63,4548.0,4616.0,0.97021484375,1.0,71.0
6bba_05b6850b,1.86167137607581,18.98375285682199,1,0.9008272886276245,75,5431.0,5502.0,0.90087890625,1.0,71.0
6bba_05b6850b,0.0,,1,0.5628077387809753,59,4280.0,4356.0,0.56298828125,1.0,77.0
6bba_05b6850b,1.8168052317185792,153.434948822922,1,0.8566223382949829,30,2224.0,2282.0,0.8564453125,1.0,59.0
6bba_05b6850b,0.9084026158592896,8.537736462515939e-07,1,0.9975458979606628,20,1588.0,1649.0,0.99755859375,1.0,68.0
6bba_05b6850b,0.8125,63.43494882292201,1,0.9883034229278564,85,6206.0,6279.0,0.98828125,1.0,71.0
6bba_05b6850b,0.40625,90.0,1,0.9514672160148621,40,2820.0,2885.0,0.95166015625,1.0,63.0
6bba_05b6850b,1.284675299443404,,1,0.9502317905426025,13,1010.0,1084.0,0.9501953125,1.0,76.0
6bba_05b6850b,2.0714766773970688,,1,0.8980154991149902,11,906.0,983.0,0.89794921875,1.0,73.0
6bba_05b6850b,2.8726212985703494,48.17983011986423,1,0.9139650464057922,16,1234.0,1313.0,0.9140625,1.0,75.0
6bba_05b6850b,0.40625,180.0,1,0.973050057888031,95,6847.0,6911.0,0.97314453125,1.0,66.0
6bba_05b6850b,0.40625,69.5895544783415,1,0.8800877332687378,2,178.0,256.0,0.8798828125,1.0,81.0
6bba_05b6850b,1.6750116604071745,99.87496139782128,1,0.9683817625045776,72,5217.0,5288.0,0.96826171875,1.0,69.0
6bba_05b6850b,0.0,,1,0.9797016382217407,97,6980.0,7048.0,0.9794921875,1.0,68.0
6bba_05b6850b,0.8125,63.43494882292201,1,0.9870222210884094,79,5754.0,5826.0,0.98681640625,1.0,68.0
6bba_05b6850b,0.0,,1,0.9811108708381653,52,3681.0,3760.0,0.98095703125,1.0,80.0
6bba_05b6850b,1.284675299443404,107.34606529266995,1,0.8804701566696167,45,3128.0,3198.0,0.88037109375,1.0,70.0
6bba_05b6850b,0.8125,45.0,1,0.9877079725265503,16,1287.0,1365.0,0.98779296875,1.0,75.0
6bba_05b6850b,1.8168052317185792,60.7940677526006,1,0.9905592203140259,19,1517.0,1588.0,0.99072265625,1.0,76.0
6bba_05b6850b,0.8125,114.09484255211069,1,0.9426539540290833,95,6848.0,6912.0,0.94287109375,1.0,66.0
6bba_05b6850b,0.0,,1,0.9565577507019043,27,2004.0,2066.0,0.95654296875,1.0,61.0
6bba_05b6850b,1.6750116604071745,,1,0.8098640441894531,63,4585.0,4660.0,0.81005859375,1.0,71.0
6bba_05b6850b,0.8125,135.0,1,0.9733578562736511,35,2496.0,2552.0,0.97314453125,1.0,57.0
6bba_05b6850b,0.0,,1,0.9612849354743958,57,4083.0,4165.0,0.96142578125,1.0,80.0
6bba_05b6850b,1.8168052317185792,90.0,1,0.9142673015594482,25,1896.0,1958.0,0.9140625,1.0,68.0
6bba_05b6850b,3.494694639736067,109.19583368092624,1,0.5668370127677917,64,4662.0,4732.0,0.56689453125,1.0,82.0
6bba_05b6850b,2.7252078475778685,155.6217020673771,1,0.965435802936554,37,2630.0,2691.0,0.96533203125,1.0,54.0
6bba_05b6850b,0.40625,180.0,1,0.9907143115997314,87,6344.0,6419.0,0.99072265625,1.0,71.0
6bba_05b6850b,3.350023320814349,99.87496139782128,1,0.9450061321258545,89,6449.0,6517.0,0.94482421875,1.0,69.0
6bba_05b6850b,1.4647552056572457,,1,0.8913847804069519,41,2835.0,2903.0,0.8916015625,1.0,66.0
6bba_05b6850b,1.625,165.96375653207352,1,0.9796894788742065,82,5981.0,6055.0,0.9794921875,1.0,79.0
6bba_05b6850b,1.6750116604071745,37.78683560722211,1,0.8639917373657227,71,5142.0,5221.0,0.86376953125,1.0,83.0
6bba_05b6850b,0.5745242597140698,0.0,1,0.8788131475448608,25,1910.0,1974.0,0.87890625,1.0,68.0
6bba_05b6850b,1.1490485194281397,,1,0.9157384037971497,13,1063.0,1135.0,0.91552734375,1.0,76.0
6bba_05b6850b,2.6012692214570947,128.6598082540901,1,0.9671825170516968,21,1648.0,1713.0,0.96728515625,1.0,62.0
6bba_05b6850b,1.21875,63.43494882292201,1,0.9758173227310181,24,1828.0,1896.0,0.9755859375,1.0,68.0
6bba_05b6850b,1.284675299443404,98.13010235415598,1,0.9587079286575317,38,2650.0,2717.0,0.95849609375,1.0,66.0
6bba_05b6850b,1.9902104160113323,54.735610317245346,1,0.9458361864089966,2,231.0,309.0,0.94580078125,1.0,81.0
6bba_05b6850b,0.9084026158592896,109.26775365197587,1,0.9687654972076416,61,4400.0,4477.0,0.96875,1.0,77.0
6bba_05b6850b,0.5745242597140698,180.0,1,0.9798988103866577,82,5987.0,6059.0,0.97998046875,1.0,79.0
6bba_05b6850b,0.9084026158592896,108.43494882292201,1,0.9806326031684875,51,3600.0,3681.0,0.98046875,1.0,79.0
6bba_05b6850b,1.86167137607581,60.849323510822046,1,0.7659888863563538,54,3866.0,3954.0,0.76611328125,1.0,90.0
6bba_05b6850b,0.0,,1,0.9433883428573608,80,5792.0,5868.0,0.943359375,1.0,71.0
6bba_05b6850b,0.40625,62.06164727039765,1,0.9476794004440308,44,3047.0,3123.0,0.94775390625,1.0,73.0
6bba_05b6850b,1.8168052317185792,139.3987053549955,1,0.9368994832038879,83,5994.0,6067.0,0.93701171875,1.0,72.0
6bba_05b6850b,2.8145825622994254,143.1913349270504,1,0.9812790155410767,85,6142.0,6213.0,0.9814453125,1.0,71.0
6bba_05b6850b,0.0,,1,0.9960576295852661,21,1649.0,1714.0,0.99609375,1.0,62.0
6bba_05b6850b,0.40625,0.0,1,0.9840173125267029,41,2885.0,2955.0,0.98388671875,1.0,66.0
6bba_05b6850b,5.025034981221523,149.1543741614983,1,0.944305956363678,9,721.0,805.0,0.9443359375,1.0,82.0
6bba_05b6850b,0.0,,1,0.9745936393737793,12,986.0,1062.0,0.974609375,1.0,78.0
6bba_05b6850b,0.40625,161.565051177078,1,0.8924536108970642,46,3198.0,3268.0,0.892578125,1.0,70.0
6bba_05b6850b,2.0714766773970688,67.61986494804043,1,0.9006393551826477,93,6701.0,6767.0,0.90087890625,1.0,65.0
6bba_05b6850b,0.9084026158592896,153.434948822922,1,0.9039005041122437,96,6912.0,6979.0,0.90380859375,1.0,65.0
6bba_05b6850b,0.9084026158592896,26.565051177077994,1,0.8892501592636108,48,3325.0,3401.0,0.88916015625,1.0,73.0
6bba_05b6850b,0.9084026158592896,161.56505117707798,1,0.9593604207038879,79,5750.0,5820.0,0.95947265625,1.0,68.0
6bba_05b6850b,1.86167137607581,102.60438264837919,1,0.923050045967102,88,6385.0,6459.0,0.9228515625,1.0,73.0
6bba_05b6850b,0.40625,107.34606529266995,1,0.97844398021698,38,2691.0,2757.0,0.978515625,1.0,66.0
6bba_05b6850b,0.40625,116.56505117707799,1,0.9737949967384338,96,6915.0,6980.0,0.9736328125,1.0,65.0
6bba_05b6850b,3.2752922102462856,,1,0.9600319862365723,63,4535.0,4604.0,0.9599609375,1.0,71.0
6bba_05b6850b,2.1877232028983924,68.1985905136482,1,0.9581373929977417,87,6299.0,6373.0,0.9580078125,1.0,71.0
6bba_05b6850b,1.21875,90.0,1,,64,4661.0,4735.0,0.44921875,1.0,82.0
6bba_05b6850b,1.1490485194281397,90.0,1,0.9777352809906006,71,5138.0,5217.0,0.9775390625,1.0,83.0
6bba_05b6850b,1.8168052317185792,5.906141113770496,1,0.997075080871582,38,2694.0,2759.0,0.9970703125,1.0,66.0
6bba_05b6850b,1.7235727791422095,107.34606529266995,1,0.9763651490211487,39,2717.0,2782.0,0.9765625,1.0,64.0
6bba_05b6850b,0.40625,26.565051177077994,1,0.9614586234092712,81,5840.0,5918.0,0.96142578125,1.0,78.0
6bba_05b6850b,0.0,,1,0.9789556264877319,27,2000.0,2061.0,0.97900390625,1.0,61.0
6bba_05b6850b,4.375446405796785,,1,0.9212864637374878,63,4536.0,4605.0,0.92138671875,1.0,71.0
6bba_05b6850b,1.6750116604071745,14.036243467926484,1,0.9466444253921509,83,6027.0,6101.0,0.94677734375,1.0,72.0
6bba_05b6850b,0.0,,1,,52,3689.0,3766.0,0.333251953125,2.0,80.0
6bba_05b6850b,0.9084026158592896,63.43494882292201,1,0.9579393863677979,85,6202.0,6273.0,0.9580078125,1.0,71.0
6bba_05b6850b,0.8125,0.0,1,0.93938809633255,45,3123.0,3190.0,0.939453125,1.0,70.0
6bba_05b6850b,1.284675299443404,,1,0.9935306906700134,43,3022.0,3094.0,0.99365234375,1.0,69.0
6bba_05b6850b,1.1490485194281397,80.12503860217872,1,0.9943268895149231,84,6127.0,6201.0,0.994140625,1.0,75.0
6bba_05b6850b,0.8125,90.0,1,0.9776570200920105,93,6753.0,6822.0,0.9775390625,1.0,65.0
6bba_05b6850b,1.86167137607581,,1,0.9901933073997498,98,7048.0,7115.0,0.990234375,1.0,66.0
6bba_05b6850b,1.4647552056572457,29.744881296942236,1,0.9120199680328369,48,3377.0,3455.0,0.912109375,1.0,73.0
6bba_05b6850b,1.21875,,1,0.9637783169746399,77,5614.0,5686.0,0.9638671875,1.0,71.0
6bba_05b6850b,0.0,,1,0.9521372318267822,27,2001.0,2062.0,0.9521484375,1.0,61.0
6bba_05b6850b,1.1490485194281397,80.12503860217872,1,0.9856841564178467,82,5930.0,6008.0,0.98583984375,1.0,79.0
6bba_05b6850b,0.0,,1,0.9785975813865662,62,4475.0,4548.0,0.978515625,1.0,74.0
6bba_05b6850b,1.6750116604071745,,1,0.9664648175239563,43,3024.0,3096.0,0.96630859375,1.0,69.0
6bba_05b6850b,0.8125,135.0,1,0.9851020574569702,84,6130.0,6202.0,0.98486328125,1.0,75.0
6bba_05b6850b,1.86167137607581,32.13363758285745,1,0.8154669404029846,44,3039.0,3115.0,0.8154296875,1.0,73.0
6bba_05b6850b,0.8125,26.565051177077994,1,0.9282636046409607,7,558.0,630.0,0.92822265625,1.0,75.0
6bba_05b6850b,2.2980970388562794,,1,0.5740304589271545,77,5616.0,5688.0,0.57421875,1.0,71.0
6bba_05b6850b,0.8125,,1,0.9723911285400391,63,4584.0,4661.0,0.97216796875,1.0,71.0
6bba_05b6850b,2.0714766773970688,56.309932474020215,1,0.9839305281639099,36,2545.0,2599.0,0.98388671875,1.0,56.0
6bba_05b6850b,2.03125,10.304846468766044,1,0.9904472827911377,47,3305.0,3375.0,0.990234375,1.0,71.0
6bba_05b6850b,0.5745242597140698,,1,0.9652392864227295,78,5628.0,5698.0,0.96533203125,1.0,71.0
6bba_05b6850b,0.0,,1,0.9650013446807861,88,6371.0,6446.0,0.96484375,1.0,73.0
6bba_05b6850b,2.1877232028983924,138.3664606634298,1,0.9803919196128845,1,100.0,184.0,0.98046875,1.0,81.0
6bba_05b6850b,1.86167137607581,77.39561735162081,1,0.9766330718994141,7,561.0,633.0,0.9765625,1.0,75.0
6bba_05b6850b,0.0,,1,0.9631081223487854,5,463.0,537.0,0.962890625,1.0,75.0
6bba_05b6850b,3.1729139308370784,,1,0.975989818572998,28,2081.0,2146.0,0.97607421875,1.0,63.0
6bba_05b6850b,0.8125,18.434948822921996,1,0.9557323455810547,47,3310.0,3383.0,0.95556640625,1.0,71.0
6bba_05b6850b,3.65625,,1,0.9752328991889954,23,1746.0,1809.0,0.97509765625,1.0,65.0
6bba_05b6850b,0.9084026158592896,108.43494882292201,1,0.9471951127052307,32,2316.0,2378.0,0.947265625,1.0,57.0
6bba_05b6850b,0.5745242597140698,145.5037627099091,1,0.9836995601654053,72,5211.0,5281.0,0.98388671875,1.0,69.0
6bba_05b6850b,2.0714766773970688,87.27368900609373,1,0.9562370777130127,86,6242.0,6316.0,0.9560546875,1.0,73.0
6bba_05b6850b,1.7235727791422095,108.43494882292201,1,0.5318183302879333,15,1210.0,1286.0,0.53173828125,1.0,73.0
6bba_05b6850b,0.5745242597140698,71.56505117707799,1,0.9887535572052002,50,3494.0,3577.0,0.98876953125,1.0,77.0
6bba_05b6850b,0.0,,1,0.9886388778686523,27,2037.0,2100.0,0.98876953125,1.0,61.0
6bba_05b6850b,1.8168052317185792,81.86989764584403,1,0.9568531513214111,49,3426.0,3494.0,0.95703125,1.0,74.0
6bba_05b6850b,1.8168052317185792,70.15054759332222,1,0.956885576248169,54,3833.0,3919.0,0.95703125,1.0,90.0
6bba_05b6850b,0.0,,1,0.9534255862236023,76,5501.0,5574.0,0.95361328125,1.0,73.0
6bba_05b6850b,3.5648292823780494,78.23729307428769,1,0.6563180088996887,41,2886.0,2954.0,0.65625,1.0,66.0
6bba_05b6850b,0.40625,90.0,1,0.9757665991783142,44,3096.0,3168.0,0.9755859375,1.0,73.0
6bba_05b6850b,0.8125,116.56505117707799,1,0.9699406027793884,86,6273.0,6344.0,0.9697265625,1.0,73.0
6bba_05b6850b,1.6750116604071745,83.77314970286564,1,0.9641034007072449,68,4906.0,4979.0,0.9638671875,1.0,73.0
6bba_05b6850b,1.21875,76.3669777746336,1,0.9392138123512268,49,3436.0,3505.0,0.939453125,1.0,74.0
6bba_05b6850b,2.4375,158.19859051364818,1,0.916245698928833,25,1872.0,1939.0,0.916015625,1.0,68.0
6bba_05b6850b,1.7235727791422095,146.4426902380793,1,0.9465467929840088,78,5658.0,5725.0,0.94677734375,1.0,71.0
